siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
13002829300053,66 RUE DES CHANTIERS DE FRANCE DUNKERQUE 59140,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
17130431400288,26 RUE KLEBER MARSEILLE 13003,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
30326498000051,13 RUE PIERRE VIALA SEGONZAC 16130,Aide à domicile
03883595500014,55 ROUTE DE PARMAIN NESLES-LA-VALLEE 95690,Activités combinées de soutien lié aux bâtiments
21440075600018,1 RUE DE LA COUTRIE ISSE 44520,Administration publique générale
21030024000012,6 RUE DE LA MAIRIE BERT 03130,Administration publique générale
21974004000205,RUE DU CASIER L'ETANG-SALE 97427,Activités d’ordre public et de sécurité
01990904300010,51 BOULEVARD GENERAL LOUIS DELFINO NICE 06300,Activités combinées de soutien lié aux bâtiments
21270434000018,NOARDS 27560,Administration publique générale
21250467400053,4 RUE DE L'EGLISE POUILLEY-LES-VIGNES 25115,Enseignement pré-primaire
29210387600010,LE VILLAGE MARIGNY-LES-REULLEE 21200 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21120198300171,ROUTE DE LA CHAPELLE RIEUPEYROUX 12240 LES PESCALUNES,Autres activités récréatives et de loisirs
26620939400110,25 RUE DU 19 MARS 1962 AUCHY-LES-HESDIN 62770,Activités hospitalières
20007486200018,STUTZHEIM-OFFENHEIM 67370 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21120031600043,LE BOURG BOURNAZEL 12390 MAIRIE,Collecte et traitement des eaux usées
18552203400122,LES ROISES SAVONNIERES DEVANT BAR 55000,Activités des organisations patronales et consulaires
03935457600017,101 RUE HOCHE COLOMBES 92700,Activités combinées de soutien lié aux bâtiments
21660228400038,RUE DES ECOLES VILLENEUVE-LA-RIVIERE 66610,Enseignement primaire
05680065900940,81 RUE DU SALAISON MAUGUIO 34130 ZAC DE FREJORGUES EST,Travaux d'installation électrique dans tous locaux
20005768500246,9 RTE D'ECOS VEXIN-SUR-EPTE 27420,Enseignement primaire
30343897200026,14 RUE PASTEUR MORTEAU 25500,Activités des marchands de biens immobiliers
21160002800032,LES ADJOTS 16700 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
01387637000019,LA CONDAMINE PERRIGNY 39570,Activités combinées de soutien lié aux bâtiments
29100197200012,RUE PRINCIPALE ARREMBECOURT 10330 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
30397048700011,20 AVENUE THEOPHILE GAUTIER PARIS 75016,Activités des sociétés holding
21010263800025,MONTMERLE-SUR-SAONE 01090,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
26780169400014,17 RUE DU PAVE LE TREMBLAY-SUR-MAULDRE 78490 MAIRIE,Action sociale sans hébergement n.c.a.
21620133500058,6 RUE ROGER SALENGRO BILLY-MONTIGNY 62420,Enseignement pré-primaire
26450814400013,RUE EICHTHAL SAINTE-GENEVIEVE-DES-BOIS 45230 MAIRIE,Action sociale sans hébergement n.c.a.
21690123102868,25 AVENUE DE MENIVAL LYON 69005,Enseignement primaire
03897595900016,64 RUE DU RANELAGH PARIS 75016 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
21150018600039,BARRIAC-LES-BOSQUETS 15700 MAIRIE,"Captage, traitement et distribution d'eau"
21270201300013,28 RUE GRANDE DAUBEUF-LA-CAMPAGNE 27110,Administration publique générale
20008480400026,LE VILLAGE VALGORGE 07110,Hébergement médicalisé pour personnes âgées
04045795400010,LES MAISONS NEUVES CHARVIEU-CHAVAGNEUX 38230,Activités combinées de soutien lié aux bâtiments
21160212300047,MASSIGNAC 16310 MAIRIE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03885109300013,30 RUE BOISSY D'ANGLAS PARIS 75008 REP PAR,Activités combinées de soutien lié aux bâtiments
17590111501269,7 PLACE VICTOR HUGO SAINT-OMER 62500,Justice
21460184100023,MARMINIAC 46250,Autres services de restauration n.c.a.
03917195400017,14 RUE ESCUDIER BOULOGNE-BILLANCOURT 92100,Activités combinées de soutien lié aux bâtiments
03928750300013,21 AVENUE FRANKLIN D. ROOSEVELT PARIS 75008,Activités combinées de soutien lié aux bâtiments
21170328500034,SAINT-FORT-SUR-GIRONDE 17240 MAIRIE,Gestion d'installations sportives
04382999300013,10 RUE DU CENTRE LES LILAS 93260,Activités combinées de soutien lié aux bâtiments
30249156800010,68 RUE DE LA SABLIERE ASNIERES-SUR-SEINE 92600,Location de terrains et d'autres biens immobiliers
13002795600205,BOULEVARD FRANCOIS MITTERRAND MONISTROL-SUR-LOIRE 43120 LES TERRASSES DU MAZEL,Activités des organisations patronales et consulaires
21750001605307,29 RUE SERVAN PARIS 75011,Enseignement primaire
29450134100019,RUE DE LA MAIRIE COURTEMPIERRE 45490 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
03924042900017,44 RUE ALEXANDRE DUMAS PARIS 75011 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
30396054600016,15 RUE RODOLPHE BRUZAC BERGERAC 24100,Réparation d'articles d'horlogerie et de bijouterie
29570224500016,61 PLACE DE L'EGLISE DOMNOM-LES-DIEUZE 57260 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
20006226300013,AVENUE DE L’EUROPE CAHORS 46000 CONSEIL DEPARTEMENTAL DU LOT,Administration publique (tutelle) des activités économiques
05780275300624,NOTRE DAME LABLACHERE 07230,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
07220241900866,29 PL DU CHAMP DE FOIRE DOUE-EN-ANJOU 49700,Autres intermédiations monétaires
30214146000022,MARCHE VICTOR HUGO TOULOUSE 31000 LOGES 97-98,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
21120032400054,LE BOURG BOUSSAC 12160 MAIRIE,Collecte et traitement des eaux usées
21700174200022,CORDONNET 70190 MAIRIE,Collecte et traitement des eaux usées
04391913300017,29 RUE DE CONSTANTINOPLE PARIS 75008,Activités combinées de soutien lié aux bâtiments
26950176300057,105 RUE DU MARECHAL FOCH TAVERNY 95150 MAISON SIMONE PARE,Action sociale sans hébergement n.c.a.
21974011500692,56 RUE DE LA MATERNELLE SAINT-DENIS 97400,Enseignement pré-primaire
17230431300056,3 RUE WILLIAM DUMAZET AUBUSSON 23200,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
26850242400271,54 RUE SAINT JACQUES MONTAIGU-VENDEE 85600,Enseignement secondaire technique ou professionnel
03905152900012,9 RUE GANNERON PARIS 75018,Activités combinées de soutien lié aux bâtiments
21800614600029,8 RUE DU 8 MAI 1945 LE QUESNEL 80118,Enseignement primaire
26090023800288,4 RUE SALVADOR ALLENDE LAROQUE-D'OLMES 09600,Hébergement médicalisé pour personnes âgées
21700394600019,RUE PRINCIPALE ONAY 70100,Administration publique générale
21530089800065,8 PLACE CHANOINE RAIMBAULT DAON 53200 MAIRIE,Location de terrains et d'autres biens immobiliers
26700129500018,MAIRIE LA CHAPELLE-SAINT-QUILLAIN 70700,Action sociale sans hébergement n.c.a.
21971128000186,DESHAUTEURS SAINTE-ANNE 97180,Enseignement pré-primaire
17330230800064,LA GARENNE LE PASSAGE 47520 GARE ROUTIERE AGEN BP 8,Administration publique générale
21110019300013,AUNAT 11140 HOTEL DE VILLE,Administration publique générale
30134058406639,30 AVENUE HENRI MALACRIDA AIX-EN-PROVENCE 13100,Distribution de combustibles gazeux par conduites
21670348800116,1 RUE DU GENERAL GOURAUD OBERNAI 67210,Construction d'autres ouvrages de génie civil n.c.a.
21460318500049,LE BOURG THEMINES 46120 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
26160056300017,LE BOURG ORIOLLES 16480 MAIRIE,Action sociale sans hébergement n.c.a.
30254818500099,5 RUE ARISTIDE BRIAND DOMMARTIN-LES-TOUL 54200,Location de terrains et d'autres biens immobiliers
21130081900037,PETIT VACON ROGNAC 13340,Enseignement pré-primaire
21910161500124,25 RUE PASTEUR CHILLY-MAZARIN 91380,Enseignement primaire
21750001611636,8 RUE ROBERT ESTIENNE PARIS 75008,Enseignement culturel
03875223400013,12 RUE CLAUDE POUILLET PARIS 75017 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
21910292800039,RUE PASTEUR GUIBEVILLE 91630,Administration publique générale
30157828200016,2 PL DROUARD TILLIERES-SUR-AVRE 27570,Débits de boissons
25760315900027,7 RUE GEORGES CLEMENCEAU GRAND-COURONNE 76530 CONSERVATOIRE,Enseignement culturel
26340020200168,150 RUE MAURICE BEJART BEZIERS 34500,Hébergement médicalisé pour personnes âgées
03931229300010,22 RUE DUC PARIS 75018 PAR SARL ETUDE DUHE,Activités combinées de soutien lié aux bâtiments
30102983100031,LE FAUX TREVE 22600 ZA,Travaux d'installation d'équipements thermiques et de climatisation
00562019000057,SAINTE CROIX LE TREPORT 76470,Transports routiers réguliers de voyageurs
05650309701461,ROUTE D’IRIGNY BRIGNAIS 69530 ZI DU NORD,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
21660069200067,27 RUE DU 4 SEPTEMBRE ESPIRA-DE-L'AGLY 66600,Construction d'autres ouvrages de génie civil n.c.a.
21920046600353,34 RUE DANTON MALAKOFF 92240,Accueil de jeunes enfants
26850259800017,16 RUE DE LA ROCHE SAINT ANDRE TREIZE-SEPTIERS 85600 MAIRIE,Action sociale sans hébergement n.c.a.
05750553900494,22 ROUTE DE LYON GRENOBLE 38000,Fabrication de ciment
21830054900035,AVENUE DE LA LIBERATION LA FARLEDE 83210,Enseignement pré-primaire
02404842300016,QUA MANGABE OUANGANI 97670,Commerce d'alimentation générale
03787252000012,83 ROUTE DE SCHIRMECK STRASBOURG 67200,Activités combinées de soutien lié aux bâtiments
03887682700015,1 RUE JEAN MACE FONTENAY-SOUS-BOIS 94120 RESIDENCE ALICE,Activités combinées de soutien lié aux bâtiments
21380455200122,30 RUE DU COMTE DE MENON SAINT-SAVIN 38300 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21750001607923,22 RUE SAINT-PAUL PARIS 75004,Accueil de jeunes enfants
13002280900185,2 RUE DE BREST RENNES 35000,Autres enseignements
02153655200017,RUE ACHILLE EMPERAIRE AIX-EN-PROVENCE 13090 PRO VILLA SEXTIA AIX,Activités combinées de soutien lié aux bâtiments
03864937200018,25 RUE THIERS EPINAL 88000,Activités combinées de soutien lié aux bâtiments
21730054000218,PLACE MARCEL GAIMARD BOURG-SAINT-MAURICE 73700 CHEZ MAIRIE,Location de terrains et d'autres biens immobiliers
30213447300230,13 ALLEE ALAN TURING AUBIERE 63170,Enseignement supérieur
21590569600187,PLACE JEAN-JAURES SIN-LE-NOBLE 59450 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21670269600016,7 RUE PRINCIPALE LITTENHEIM 67490,Administration publique générale
03927353700017,54 AVENUE DES GOBELINS PARIS 75013,Activités combinées de soutien lié aux bâtiments
21620160800108,4 ALLEE BOIELDIEU BOULOGNE-SUR-MER 62200,Enseignement pré-primaire
20005790900075,1 RUE DE BRUNSTATT BRUNSTATT-DIDENHEIM 68350 DIDENHEIM,Enseignement primaire
26750045201696,104 BOULEVARD RAYMOND POINCARE GARCHES 92380,Enseignement supérieur
21200224000035,PIETRACORBARA 20233 MAIRIE,"Captage, traitement et distribution d'eau"
21250578800316,1 RUE DE L'HOTEL DE VILLE VALDAHON 25800 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
26330098000012,24 RUE DE VERDUN CARIGNAN-DE-BORDEAUX 33360 MAIRIE,Action sociale sans hébergement n.c.a.
20009249200012,QUAI JEAN MOULIN ROUEN 76100 HOTEL DEP - CONS DEP SEINE-MARITIME,Administration publique générale
24630070100116,64 AVENUE DE L'UNION SOVIETIQUE CLERMONT-FERRAND 63000 64-66,Construction d'autres ouvrages de génie civil n.c.a.
26130022200096,RUE DES ROMARINS SAINT-MARTIN-DE-CRAU 13310 HLM LION D'OR BAT 2,Activité des médecins généralistes
30365684703979,23 RUE ANATOLE FRANCE CHAUMONT 52000,Location de courte durée de voitures et de véhicules automobiles légers
01978136800014,72 AVENUE DE LA CALIFORNIE NICE 06200,Activités combinées de soutien lié aux bâtiments
21120292400018,RUE DU CHAMP DE RAMONDE VERSOLS-ET-LAPEYRE 12400,Administration publique générale
30363583300013,LA BARRIERE MONTREVAULT-SUR-EVRE 49110,Location de terrains et d'autres biens immobiliers
04010015800019,22 RUE DES ESSARTS BRON 69500,Activités combinées de soutien lié aux bâtiments
24120018700128,17 RUE ARISTIDE BRIAND RODEZ 12000,Construction d'autres ouvrages de génie civil n.c.a.
21430112900141,PLACE DE LA FAVIERE LANGEAC 43300,Construction d'autres ouvrages de génie civil n.c.a.
03906812700016,63 AVENUE FRANKLIN D. ROOSEVELT PARIS 75008 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
26890434900019,MAIRIE VERON 89510,Action sociale sans hébergement n.c.a.
21860041900012,12 RUE DE L'HOTEL DE VILLE BUXEROLLES 86180,Administration publique générale
22660001300214,12 RUE DES PYRENEES PRADES 66500,Autres activités des médecins spécialistes
21240448700010,PLACE DU 11 NOVEMBRE SAINT-MARTIAL-D'ALBAREDE 24160 LE BOURG,Administration publique générale
03858491800015,14 RUE DU GRIFFON SAVERNE 67700,Activités combinées de soutien lié aux bâtiments
29250374500013,MAIRIE MERCEY-LE-GRAND 25410,Construction d'autres ouvrages de génie civil n.c.a.
21600391300086,3 RUE JEAN MOULIN MERU 60110,Enseignement primaire
03344246800014,10 AVENUE DE BEYRIS BAYONNE 64100,Activités combinées de soutien lié aux bâtiments
30233946000024,10 RUE DE L EGLISE CHERRE-AU 72400,Location de terrains et d'autres biens immobiliers
30394139700034,11 RUE DU GENERAL GASSENDI VARAGES 83670,Autres travaux de finition
21340233200026,HAMEAU DE TIEUDAS ROQUEREDONDE 34650,Enseignement pré-primaire
02100260500018,1 AVENUE VAUBAN TOULON 83000,Activités combinées de soutien lié aux bâtiments
21760410700011,PLACE JEAN JAURES MAROMME 76150,Administration publique générale
03919162200016,21 RUE PLISSON SAINT-MANDE 94160 94 VINCENNES REP PA,Activités combinées de soutien lié aux bâtiments
30225216800026,28 RUE DU TORPILLEUR SIROCCO CLERMONT-FERRAND 63100,Activité des médecins généralistes
21710542800031,PLACE CLAUDE BURGAT TOULON-SUR-ARROUX 71320,Enseignement primaire
24480047000100,4 RUE DES CHAZELLES MARVEJOLS 48100 POLE D'ACTIVITES DU GEVAUDAN,Collecte et traitement des eaux usées
03876582200010,95 RUE CAULAINCOURT PARIS 75018,Activités combinées de soutien lié aux bâtiments
24620038000219,LE CARDO MARQUISE 62250 HOTEL COMMUNAUTAIRE,Construction d'autres ouvrages de génie civil n.c.a.
19951723600014,RUE EMILE ZOLA HERBLAY-SUR-SEINE 95220,Enseignement secondaire général
20008897900014,66 ROUTE DEPARTEMENTALE AXAT 11140 MAIRIE D'AXAT,Hébergement social pour personnes âgées
21720255500033,3 PLACE DE LA MAIRIE ROUESSE-VASSE 72140 MAIRIE,Collecte et traitement des eaux usées
21770285100221,67 SQUARE ALBERT SCHWEITZER LE MEE-SUR-SEINE 77350,Autres services de restauration n.c.a.
21760231700034,28 RUE DU 8 MAI 1945 ELBEUF 76500,Services funéraires
19410914600010,RUE DES CHAMPS DE LA CROIX SAINT-LAURENT-NOUAN 41220,Enseignement secondaire général
21720154000309,1 PL DE L HOTEL DE VILLE LA FLECHE 72200 MAIRIE ESPACE PIERRE  MENDES FRANCE,Collecte et traitement des eaux usées
21090284700032,SEGURA 09120 MAIRIE,Location de logements
26910405500018,45 AVENUE CHARLES DE GAULLE LE COUDRAY-MONTCEAUX 91830 MAIRIE,Action sociale sans hébergement n.c.a.
26740124800021,1 PLACE DE LA MAIRIE CHAVANOD 74650 MAIRIE,Action sociale sans hébergement n.c.a.
03891377800015,44 RUE CAMILLE DESMOULINS CHOISY-LE-ROI 94600,Activités combinées de soutien lié aux bâtiments
03900398300010,137 BOULEVARD NEY PARIS 75018,Activités combinées de soutien lié aux bâtiments
21200301600012,SAN-GAVINO-DI-TENDA 20246 HOTEL DE VILLE,Administration publique générale
21550545400318,AVENUE JULES FERRY VERDUN 55100,Enseignement primaire
21620599700028,ROUTE NATIONALE NABRINGHEN 62142,Enseignement primaire
26560059300015,2 RUE DE LA MAIRIE MERLEVENEZ 56700 MAIRIE,Action sociale sans hébergement n.c.a.
13002792300262,34 AVENUE LEON BLUM PAU 64000,Enseignement secondaire technique ou professionnel
20006531600057,LE BOURG CUBJAC-AUVEZERE-VAL D'ANS 24640,Enseignement primaire
26630501000016,ARTONNE 63460 MAIRIE,Action sociale sans hébergement n.c.a.
25740248700017,MAIRIE JONZIER-EPAGNY 74520,Gestion d'installations sportives
21510027200032,BACONNES 51400 MAIRIE,"Captage, traitement et distribution d'eau"
26931400100083,1 ALLEE DE L’ERMITAGE LE RAINCY 93340,Hébergement social pour adultes et familles en difficultés et autre hébergement social
03927007900013,14 RUE DE MONTMORENCY PARIS 75003,Activités combinées de soutien lié aux bâtiments
21260332800015,1 PLACE DE LA MAIRIE SAINT-UZE 26240 HOTEL DE VILLE,Administration publique générale
19440292100010,19 ROUTE D'ABBARETZ NOZAY 44170,Enseignement secondaire général
26170048800016,PLACE DE LA REPUBLIQUE SAINT-MARTIN-DE-RE 17410 MAIRIE,Action sociale sans hébergement n.c.a.
21070006800039,156 GRAND-RUE ALBON-D'ARDECHE 07190 MAIRIE,"Captage, traitement et distribution d'eau"
26140040200036,24 RUE ROBERT FOSSORIER DEAUVILLE 14800,Action sociale sans hébergement n.c.a.
03517539700013,ROUTE DE LALBENQUE CAHORS 46000,Activités combinées de soutien lié aux bâtiments
03876742200025,RESIDENCE DE LA PETITE MAULDRE BEYNES 78650,Activités combinées de soutien lié aux bâtiments
21240268900021,MEYRALS 24220,Enseignement primaire
26140013900018,3 GRANDE RUE COLLEVILLE-MONTGOMERY 14880 MAIRIE,Action sociale sans hébergement n.c.a.
19110676400019,3 RUE DES QUATRE VENTS BRAM 11150,Enseignement secondaire général
04008499800018,42 CHEMIN DE FOND ROSE CALUIRE-ET-CUIRE 69300,Activités combinées de soutien lié aux bâtiments
26650396000012,MAIRIE LUSTAR 65220,Action sociale sans hébergement n.c.a.
18007003901068,DOMAINE DU MAS BLANC ALENYA 66200,Recherche-développement en autres sciences physiques et naturelles
30320083600011,,Activités des agences de voyage
02152220600016,17 BOULEVARD MARCEL MARSEILLE 13012,Activités combinées de soutien lié aux bâtiments
03897709600015,32 RUE DE L'ARCADE PARIS 75008 ARIS REP PAR SA CABI,Activités combinées de soutien lié aux bâtiments
06880305501313,RUE DU GENERAL NIOX SAINT-MEDARD-EN-JALLES 33160 AEROPATIALE,Entreposage et stockage non frigorifique
29730161600019,MAIRIE AITON 73220,Construction d'autres ouvrages de génie civil n.c.a.
21570441200067,68 GRAND'RUE MANOM 57100 MAIRIE,Location de terrains et d'autres biens immobiliers
